index,YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
1766,2015,Vartry,BEEF,M,50,292,930,214,807,86,117,84
1767,2017,Erriff,BEEF,M,21,89,252,18,78,8,10,26
1768,2015,Erriff,BEEF,M,19,83,213,16,69,12,9,25
1769,2018,Boyne,DAIRY,M,856,2995,10361,3744,7429,1708,1323,460
1770,2018,Inny,DAIRY,M,195,429,2899,642,1896,257,320,80
1771,2016,Inny,DAIRY,M,187,451,2782,643,1806,257,275,81
1772,2019,Doonbeg,DAIRY,M,8,52,1128,63,531,14,114,32
1773,2016,Erriff,DAIRY,M,0,0,3,5,8,0,7,2
1774,2015,Vartry,DAIRY,M,20,66,110,107,81,36,25,8
1775,2016,Vartry,DAIRY,M,20,66,120,104,74,36,27,9
1776,2020,Vartry,DAIRY,M,21,70,177,154,100,52,34,9
1777,2014,Vartry,DAIRY,M,21,70,117,108,81,35,24,8
1778,2020,Gweebarra,DAIRY,M,0,0,18,0,0,0,0,0
1779,2019,Gweebarra,DAIRY,M,0,0,18,0,0,0,0,0
1780,2016,Gweebarra,DAIRY,M,0,0,18,0,0,0,0,0
1781,2018,Moy,DAIRY,C,0,0,0,0,12,66,1468,9636
1782,2020,Vartry,BEEF,C,0,0,0,0,11,40,255,2134
1783,2014,Vartry,BEEF,C,0,0,0,0,10,41,206,2033
1784,2019,Nore,DAIRY,C,0,0,0,1,148,416,19929,78877
1785,2018,Nore,DAIRY,C,0,0,0,1,147,433,19940,78850
1786,2019,Boyne,BEEF,C,0,0,0,2,189,563,4718,55526
1787,2018,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
1788,2020,Dargle,DAIRY,C,0,0,0,0,3,8,53,305
1789,2017,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
1790,2019,Moy,BEEF,C,0,0,0,0,110,244,3295,43035
1791,2014,Moy,BEEF,C,0,0,0,0,118,250,3317,43524
1792,2016,Inny,BEEF,C,0,0,0,0,116,290,2399,30876
1793,2020,Boyne,BEEF,F,1719,7924,35491,11570,37591,4791,6354,1682
1794,2019,Inny,BEEF,F,762,3970,16522,4407,13702,1891,2875,790
1795,2017,Inny,BEEF,F,770,3968,16470,4403,14067,1992,2974,809
1796,2016,Boyne,BEEF,F,1699,7959,35844,11699,37362,4872,6464,1704
1797,2016,Inny,BEEF,F,754,3987,16531,4365,13972,1974,2949,824
1798,2019,Dodder,BEEF,C,0,0,0,0,1,6,42,646
1799,2015,Ilen,BEEF,F,255,922,4130,739,2530,289,407,168
1800,2020,Ilen,DAIRY,C,0,0,0,0,25,74,3603,18141
1801,2016,Boyne,DAIRY,F,1100,4106,15307,5414,14099,3398,3068,1358
1802,2019,Dargle,BEEF,F,11,146,519,140,477,69,128,42
1803,2017,Dodder,BEEF,F,6,78,168,79,186,34,55,7
1804,2016,Vartry,BEEF,F,42,318,964,389,1139,209,267,44
1805,2015,Erriff,BEEF,C,0,0,0,0,4,7,39,813
1806,2018,Gweebarra,BEEF,C,0,0,0,0,1,1,50,790
1807,2020,Erriff,BEEF,C,0,0,0,0,4,10,39,685
1808,2015,Moy,BEEF,F,933,4054,19433,3996,13633,1799,3981,1037
1809,2020,Currane,BEEF,C,0,0,0,0,1,4,80,1269
1810,2019,Currane,BEEF,C,0,0,0,0,1,4,79,1271
1811,2015,Currane,BEEF,C,0,0,0,0,1,4,80,1255
1812,2014,Moy,DAIRY,F,170,358,2396,526,2056,387,623,287
1813,2020,Doonbeg,BEEF,F,162,588,2584,347,1456,167,423,160
1814,2018,Doonbeg,BEEF,F,158,557,2587,313,1428,165,420,152
1815,2017,Erriff,BEEF,F,11,82,273,61,129,16,63,11
1816,2018,Currane,BEEF,F,24,212,270,125,153,66,44,19
1817,2015,Currane,BEEF,F,22,210,264,123,151,66,44,19
1818,2017,Gweebarra,BEEF,F,14,66,200,41,103,19,64,12
1819,2016,Gweebarra,BEEF,F,14,66,200,40,102,19,64,12
1820,2015,Gweebarra,BEEF,F,14,66,202,39,106,19,64,12
1821,2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,18
1822,2018,Vartry,DAIRY,F,22,126,180,154,229,111,24,37
1823,2015,Vartry,DAIRY,F,22,101,173,131,170,102,26,39
1824,2020,Dodder,DAIRY,F,0,22,44,29,63,13,13,9
1825,2018,Erriff,DAIRY,F,0,1,119,2,2,0,1,0
1826,2018,Erriff,DAIRY,C,0,0,0,0,0,0,1,5
1827,2017,Erriff,DAIRY,C,0,0,0,0,0,0,1,5
1828,2020,Nore,BEEF,M,1845,8625,42875,10885,40350,3545,4398,2679
1829,2020,Boyne,BEEF,M,1709,8331,35161,10653,30624,4084,6351,3113
1830,2017,Boyne,BEEF,M,1731,8352,35130,10169,29602,4029,6442,3138
1831,2015,Boyne,BEEF,M,1696,8319,34977,10136,30167,4059,6544,3174
1832,2016,Ilen,BEEF,M,259,975,4864,896,2606,239,343,403
1833,2015,Ilen,BEEF,M,263,976,4839,890,2590,242,346,405
1834,2014,Inny,BEEF,M,764,4027,16300,4758,14814,1553,3177,1707
1835,2014,Doonbeg,BEEF,M,163,568,2581,321,1273,99,272,319
1836,2019,Gweebarra,BEEF,M,12,95,202,42,62,4,2,17
1837,2018,Nore,DAIRY,M,475,2234,28866,3184,23045,1404,2114,319
1838,2014,Nore,DAIRY,M,482,2211,28563,3138,22734,1381,2186,330
1839,2019,Doonbeg,BEEF,M,159,549,2615,283,1231,96,241,288
1840,2019,Vartry,BEEF,M,42,301,929,165,828,90,118,82
1841,2020,Vartry,BEEF,M,62,343,1148,213,933,93,129,93
1842,2014,Vartry,BEEF,M,51,302,1025,217,913,90,120,86
1843,2017,Moy,DAIRY,M,155,331,1300,478,919,116,134,43
1844,2014,Ilen,DAIRY,M,105,226,2018,287,1142,92,147,64
1845,2020,Inny,DAIRY,M,202,435,2979,656,1734,261,318,75
1846,2018,Doonbeg,DAIRY,M,8,53,1159,66,541,14,111,32
1847,2017,Dargle,DAIRY,M,0,8,80,8,36,5,5,2
1848,2016,Dodder,DAIRY,M,0,7,14,4,19,0,3,2
1849,2020,Currane,DAIRY,M,3,0,10,0,1,0,0,0
1850,2018,Currane,DAIRY,M,3,0,10,0,1,0,0,0
1851,2015,Gweebarra,DAIRY,M,0,0,16,0,0,0,0,0
1852,2017,Moy,DAIRY,C,0,0,0,0,12,68,1517,9824
1853,2017,Vartry,BEEF,C,0,0,0,0,10,39,194,1909
1854,2014,Boyne,BEEF,C,0,0,0,2,192,554,4724,56182
1855,2018,Dargle,DAIRY,C,0,0,0,0,3,9,64,340
1856,2015,Vartry,DAIRY,C,0,0,0,1,4,48,160,1189
1857,2015,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
1858,2014,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
1859,2020,Moy,BEEF,C,0,0,0,0,110,243,3278,42803
1860,2014,Boyne,DAIRY,C,0,0,0,0,111,1356,9826,57789
1861,2020,Inny,BEEF,C,0,0,0,0,121,286,2406,30642
1862,2020,Doonbeg,BEEF,C,0,0,0,0,31,43,383,5867
1863,2014,Doonbeg,BEEF,C,0,0,0,0,29,35,355,5956
1864,2019,Boyne,BEEF,F,1720,7921,35571,11590,38044,4797,6387,1649
1865,2020,Inny,BEEF,F,768,3934,16247,4353,13260,1856,2832,787
1866,2018,Inny,BEEF,F,769,3963,16417,4405,13930,1960,2929,803
1867,2014,Boyne,BEEF,F,1710,8004,35787,11448,36982,4836,6387,1706
1868,2020,Dodder,BEEF,C,0,0,0,0,1,8,49,688
1869,2016,Dodder,BEEF,C,0,0,0,0,1,6,42,583
1870,2015,Nore,BEEF,F,1793,8196,37305,9280,29934,3235,3579,1235
1871,2019,Ilen,BEEF,C,0,0,0,0,14,108,514,6737
1872,2014,Ilen,BEEF,C,0,0,0,0,14,105,515,6970
1873,2020,Ilen,BEEF,F,251,890,4061,719,2488,295,395,151
1874,2018,Ilen,BEEF,F,252,923,4098,726,2516,296,408,169
1875,2016,Ilen,DAIRY,C,0,0,0,0,25,75,3621,18111
1876,2019,Inny,DAIRY,C,0,0,0,0,59,187,3596,16770
1877,2018,Boyne,DAIRY,F,1079,3976,15128,5269,13899,3376,3107,1319
1878,2018,Vartry,BEEF,F,43,334,958,368,1099,203,258,43
1879,2020,Vartry,BEEF,F,52,354,1039,360,1060,168,265,46
1880,2016,Dargle,BEEF,F,11,151,517,142,465,69,121,41
1881,2016,Dodder,BEEF,F,6,78,168,79,186,34,55,7
1882,2015,Dodder,BEEF,F,6,78,167,79,186,33,54,6
1883,2016,Erriff,BEEF,C,0,0,0,0,4,6,36,805
1884,2014,Gweebarra,BEEF,C,0,0,0,0,2,2,94,1688
1885,2015,Moy,DAIRY,F,166,350,2396,539,2061,385,619,285
1886,2016,Doonbeg,BEEF,F,158,532,2560,310,1413,162,421,152
1887,2014,Currane,DAIRY,C,0,0,0,0,0,0,5,46
1888,2018,Doonbeg,DAIRY,F,8,26,1771,43,1636,45,362,89
1889,2019,Vartry,BEEF,F,35,311,918,319,971,166,237,41
1890,2018,Nore,DAIRY,F,445,1690,29454,2052,26452,1495,4171,738
1891,2020,Erriff,BEEF,F,11,68,245,60,119,16,59,10
1892,2018,Ilen,DAIRY,F,105,333,4921,410,4612,338,783,225
1893,2019,Moy,DAIRY,F,160,343,2383,532,2039,377,601,283
1894,2014,Gweebarra,BEEF,F,52,142,490,112,282,74,154,32
1895,2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,14,70
1896,2016,Vartry,DAIRY,F,22,101,173,131,172,103,24,37
1897,2017,Dargle,DAIRY,F,0,18,217,13,116,4,17,8
1898,2019,Vartry,DAIRY,F,22,119,178,140,194,87,19,28
1899,2018,Nore,BEEF,M,1864,8666,43279,11009,40870,3606,4515,2712
1900,2018,Boyne,BEEF,M,1717,8343,34895,10239,29546,4031,6385,3121
1901,2020,Dargle,BEEF,M,9,161,483,114,257,21,24,50
1902,2014,Dargle,BEEF,M,9,159,472,106,248,21,23,46
1903,2019,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
1904,2016,Dodder,DAIRY,C,0,0,0,0,0,10,40,270
1905,2020,Ilen,BEEF,C,0,0,0,0,21,78,625,6524
1906,2015,Inny,DAIRY,C,0,0,0,0,32,215,3651,18430
1907,2019,Ilen,DAIRY,C,0,0,0,0,12,105,3657,19697
1908,2015,Boyne,BEEF,F,1583,7945,38217,12003,41234,6063,6868,1260
1909,2015,Doonbeg,DAIRY,C,0,0,0,0,1,3,1165,5621
1910,2014,Nore,BEEF,F,1715,8246,40979,9867,32483,4109,3895,1120
1911,2019,Moy,BEEF,F,802,3798,19309,4033,14234,2055,4023,862
1912,2020,Gweebarra,BEEF,C,0,0,0,0,0,10,47,719
1913,2015,Currane,DAIRY,C,0,0,0,0,0,0,2,33
1914,2019,Nore,DAIRY,F,428,1334,31024,1911,30164,1428,3485,564
1915,2018,Dargle,BEEF,F,35,200,697,147,508,57,70,29
1916,2020,Doonbeg,DAIRY,F,2,38,1579,51,1577,33,318,66
1917,2017,Doonbeg,DAIRY,F,2,28,1483,37,1487,25,278,52
1918,2019,Ilen,DAIRY,F,114,307,5472,432,4830,321,672,138
1919,2014,Ilen,DAIRY,F,114,309,5669,432,4919,314,662,141
1920,2017,Currane,BEEF,F,27,251,247,99,128,53,74,24
1921,2016,Currane,BEEF,F,27,227,248,95,125,43,72,22
1922,2019,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
1923,2020,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
1924,2015,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
1925,2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
1926,2017,Currane,DAIRY,F,0,0,4,0,4,0,1,0
1927,2016,Currane,DAIRY,F,0,0,4,0,4,0,1,0
1928,2015,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
1929,2018,Moy,BEEF,M,771,4060,17538,3183,10195,1033,996,1209
1930,2017,Nore,BEEF,M,1752,8638,47728,11635,43812,4501,4246,2489
1931,2016,Nore,BEEF,M,1759,8645,47545,11641,43813,4481,4172,2466
1932,2017,Currane,BEEF,M,25,270,181,20,62,10,7,45
1933,2015,Doonbeg,BEEF,M,149,580,2803,346,1446,150,224,264
1934,2020,Ilen,BEEF,M,264,927,4713,640,2490,283,303,358
1935,2018,Ilen,BEEF,M,271,949,4715,667,2605,298,308,365
1936,2020,Dodder,BEEF,M,34,112,215,61,170,25,25,28
1937,2017,Dargle,BEEF,M,25,166,519,99,326,30,37,56
1938,2015,Dargle,BEEF,M,25,166,519,99,325,27,36,56
1939,2014,Dodder,BEEF,M,19,101,140,49,71,11,21,26
1940,2016,Erriff,BEEF,M,13,34,176,26,38,8,5,19
1941,2017,Nore,DAIRY,M,521,2133,29456,3129,28252,1412,1652,186
1942,2015,Inny,DAIRY,M,107,340,2491,586,2124,229,228,90
1943,2020,Doonbeg,DAIRY,M,3,22,744,21,645,10,82,17
1944,2015,Doonbeg,DAIRY,M,3,18,721,20,668,11,82,16
1945,2016,Gweebarra,BEEF,M,19,81,163,14,54,2,3,15
1946,2018,Moy,DAIRY,M,111,172,1465,233,1265,79,128,32
1947,2014,Moy,DAIRY,M,115,206,1169,226,1187,79,127,32
1948,2014,Currane,DAIRY,M,0,0,24,0,2,0,1,5
1949,2020,Nore,DAIRY,C,0,0,0,2,118,470,22210,91904
1950,2015,Nore,DAIRY,C,0,0,0,2,122,472,21257,89736
1951,2016,Moy,BEEF,C,0,0,0,0,74,290,3150,42356
1952,2019,Inny,BEEF,C,0,0,1,1,84,316,2626,30521
1953,2018,Inny,BEEF,C,0,0,1,1,84,313,2580,30427
1954,2019,Dargle,BEEF,C,0,0,0,0,4,14,101,1208
1955,2018,Boyne,BEEF,C,0,0,0,3,180,681,5265,53914
1956,2016,Boyne,BEEF,C,0,0,0,3,180,668,5229,53430
1957,2016,Moy,DAIRY,C,0,0,0,0,12,80,1476,9634
1958,2015,Doonbeg,BEEF,C,0,0,0,0,7,30,451,5709
1959,2018,Boyne,DAIRY,C,0,0,0,0,89,1504,11022,60346
1960,2016,Boyne,DAIRY,C,0,0,0,0,90,1609,10946,60567
1961,2017,Dodder,BEEF,C,0,0,0,0,1,10,66,565
1962,2015,Dodder,BEEF,C,0,0,0,0,1,10,66,564
1963,2014,Dodder,BEEF,C,0,0,0,0,1,9,62,582
1964,2017,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
1965,2015,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
1966,2016,Inny,DAIRY,C,0,0,0,0,34,218,3738,18830
1967,2017,Boyne,BEEF,F,1637,8241,39100,12246,41933,6090,6933,1241
1968,2018,Currane,BEEF,C,0,0,0,0,2,20,83,1238
1969,2020,Nore,BEEF,F,1768,8360,41374,9951,32571,4125,3812,1069
1970,2020,Vartry,DAIRY,C,0,0,0,0,3,57,370,1466
1971,2020,Currane,DAIRY,C,0,0,0,0,0,0,3,33
1972,2019,Ilen,BEEF,F,295,899,4245,816,2649,381,463,182
1973,2015,Nore,DAIRY,F,421,1280,30690,1854,29594,1457,3370,587
1974,2020,Inny,DAIRY,F,131,458,5459,604,5594,473,763,227
1975,2015,Doonbeg,DAIRY,F,2,28,1472,37,1483,25,278,65
1976,2014,Currane,BEEF,F,26,216,223,93,129,41,70,22
1977,2020,Ilen,DAIRY,F,114,306,5535,448,4896,324,674,136
1978,2015,Ilen,DAIRY,F,114,309,5476,432,4860,322,657,142
1979,2020,Currane,BEEF,F,27,225,250,95,128,42,74,22
1980,2014,Vartry,DAIRY,F,25,88,243,144,318,64,65,29
1981,2019,Dodder,DAIRY,F,1,14,291,14,157,5,5,4
1982,2016,Dodder,DAIRY,F,1,14,291,14,156,5,5,4
1983,2019,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
1984,2019,Moy,BEEF,M,769,4039,17444,3219,10234,1023,1004,1198
1985,2020,Moy,BEEF,M,768,4019,17465,3217,10235,1017,1008,1201
1986,2017,Moy,BEEF,M,773,4088,17636,3228,10237,1034,1006,1212
1987,2016,Currane,BEEF,M,25,244,174,17,61,10,7,44
1988,2015,Inny,BEEF,M,730,3966,16106,4557,14342,2144,2743,1255
1989,2014,Boyne,BEEF,M,1592,7898,36696,10029,32481,5260,6774,2560
1990,2017,Ilen,BEEF,M,267,924,4684,629,2577,284,312,367
1991,2018,Dargle,BEEF,M,31,169,525,101,342,32,39,56
1992,2016,Dargle,BEEF,M,25,166,519,99,326,30,37,56
1993,2018,Erriff,BEEF,M,16,39,192,27,39,11,6,20
1994,2016,Boyne,DAIRY,M,873,2586,9619,3235,9222,1472,1000,241
1995,2015,Boyne,DAIRY,M,860,2524,9464,3170,9122,1463,972,234
1996,2014,Boyne,DAIRY,M,856,2337,9587,3113,9484,1509,991,246
1997,2014,Doonbeg,DAIRY,M,3,18,707,20,644,11,81,17
1998,2020,Gweebarra,BEEF,M,21,89,168,20,54,4,3,17
1999,2019,Dargle,DAIRY,M,0,8,91,13,11,4,0,1
2000,2018,Dodder,DAIRY,M,0,0,10,23,7,0,0,1
2001,2019,Dodder,DAIRY,M,0,0,24,26,137,2,1,1
2002,2018,Vartry,DAIRY,M,26,42,188,61,186,29,18,16
2003,2017,Vartry,DAIRY,M,26,41,156,61,86,23,18,16
2004,2015,Boyne,BEEF,C,0,0,0,2,171,586,4171,50642
2005,2017,Moy,BEEF,C,0,0,0,0,78,268,2943,41948
2006,2014,Inny,BEEF,C,0,0,0,1,85,252,2076,28830
2007,2017,Ilen,BEEF,C,0,0,0,0,14,95,609,6444
2008,2018,Ilen,BEEF,C,0,0,0,0,14,99,606,6485
2009,2017,Boyne,DAIRY,F,903,3583,15775,4234,15406,2962,2955,1026
2010,2019,Inny,DAIRY,F,141,440,5166,553,5536,395,896,228
2011,2020,Moy,BEEF,F,770,3379,18795,4108,14920,2098,4047,954
2012,2016,Moy,BEEF,F,775,3382,18756,4144,14999,2066,3990,976
2013,2018,Doonbeg,DAIRY,C,0,0,0,0,3,6,1054,5875
2014,2019,Doonbeg,DAIRY,C,0,0,0,0,3,6,1105,6075
2015,2020,Moy,DAIRY,F,132,266,2517,357,2224,336,523,233
2016,2017,Moy,DAIRY,F,120,264,2557,339,2242,330,546,237
2017,2017,Dodder,DAIRY,F,2,0,306,1,94,0,2,0
2018,2016,Ilen,DAIRY,F,70,344,5135,420,4824,346,663,164
2019,2019,Vartry,BEEF,C,0,0,0,0,12,24,222,1761
2020,2017,Dargle,BEEF,C,0,0,0,0,3,15,76,1109
2021,2020,Moy,DAIRY,C,0,0,0,0,5,81,1614,9626
2022,2014,Moy,DAIRY,C,0,0,0,0,12,82,1598,9611
2023,2016,Currane,BEEF,C,0,0,0,0,0,9,58,1213
2024,2020,Dargle,BEEF,F,27,158,547,168,499,73,135,25
2025,2015,Dargle,BEEF,F,25,158,538,166,495,71,133,27
2026,2014,Dargle,BEEF,F,25,156,534,158,493,71,131,26
2027,2014,Vartry,BEEF,F,60,363,1072,341,846,134,89,46
2028,2018,Erriff,BEEF,C,0,0,0,0,0,0,44,637
2029,2018,Dodder,BEEF,F,19,78,168,78,146,42,38,6
2030,2016,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2031,2019,Erriff,BEEF,F,5,39,207,43,126,10,49,18
2032,2019,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,94
2033,2015,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,93
2034,2019,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2035,2020,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2036,2019,Boyne,BEEF,M,1644,7454,34993,10524,35488,5081,7810,2894
2037,2016,Nore,DAIRY,M,461,1467,26786,2704,23387,1164,1936,260
2038,2016,Moy,BEEF,M,785,3639,17235,3400,10891,1019,1127,1291
2039,2020,Ilen,DAIRY,M,80,167,1551,202,1200,66,106,45
2040,2015,Moy,DAIRY,M,161,234,1392,244,838,120,192,41
2041,2016,Doonbeg,DAIRY,M,0,17,885,16,536,17,100,20
2042,2017,Vartry,BEEF,M,60,350,810,256,536,111,71,72
2043,2016,Vartry,BEEF,M,60,360,852,259,567,112,71,75
2044,2017,Gweebarra,BEEF,M,27,71,129,30,49,2,10,17
2045,2016,Doonbeg,BEEF,M,147,511,2950,417,1750,125,234,288
2046,2019,Dodder,BEEF,M,26,67,201,66,175,22,13,28
2047,2020,Dodder,DAIRY,M,5,10,140,56,113,24,0,0
2048,2019,Vartry,DAIRY,M,23,65,109,41,72,11,7,6
2049,2014,Erriff,BEEF,M,10,43,297,36,167,5,11,20
2050,2020,Dargle,DAIRY,M,1,2,56,21,22,19,3,0
2051,2014,Dargle,DAIRY,M,1,2,49,7,19,8,3,0
2052,2014,Gweebarra,DAIRY,M,0,4,372,16,174,2,0,2
2053,2020,Currane,BEEF,M,23,191,188,43,55,11,15,38
2054,2017,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2055,2019,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2056,2020,Boyne,BEEF,C,0,0,0,2,172,627,4503,51863
2057,2017,Nore,BEEF,C,0,0,0,0,141,723,4976,50487
2058,2018,Nore,BEEF,C,0,0,0,0,142,725,5023,50785
2059,2018,Boyne,BEEF,F,1574,7587,35569,11714,42924,6581,7928,1481
2060,2017,Nore,DAIRY,C,0,0,0,0,111,448,23136,93916
2061,2020,Nore,DAIRY,F,400,1362,32801,1669,29279,1328,3594,617
2062,2017,Inny,BEEF,C,0,0,0,1,89,269,2146,29682
2063,2015,Ilen,DAIRY,C,0,0,0,0,17,109,3781,19477
2064,2016,Ilen,BEEF,C,0,0,0,0,14,96,589,6482
2065,2015,Ilen,BEEF,C,0,0,0,0,14,96,583,6465
2066,2020,Inny,DAIRY,C,0,0,0,0,33,173,3994,18851
2067,2019,Doonbeg,DAIRY,F,13,23,1474,40,1410,39,305,73
2068,2016,Doonbeg,DAIRY,F,3,21,1422,31,1333,25,311,68
2069,2016,Inny,DAIRY,F,152,487,5380,637,5860,441,863,220
2070,2014,Ilen,BEEF,F,227,968,4391,829,2733,373,456,205
2071,2016,Doonbeg,DAIRY,C,0,0,0,0,3,6,1046,5839
2072,2018,Moy,DAIRY,F,120,259,2533,338,2251,330,515,232
2073,2016,Dargle,DAIRY,F,4,16,340,18,127,6,13,2
2074,2014,Dargle,DAIRY,F,2,0,315,4,112,2,8,0
2075,2020,Vartry,DAIRY,F,16,153,362,146,442,99,46,23
2076,2017,Vartry,DAIRY,F,16,104,192,107,242,92,45,22
2077,2017,Doonbeg,BEEF,F,132,484,3035,469,1784,219,442,147
2078,2015,Doonbeg,BEEF,F,132,450,3007,460,1732,216,441,147
2079,2019,Doonbeg,BEEF,C,0,0,0,0,7,33,381,5753
2080,2016,Doonbeg,BEEF,C,0,0,0,0,7,28,379,5712
2081,2018,Vartry,DAIRY,C,0,0,0,0,3,72,263,1358
2082,2017,Currane,BEEF,C,0,0,0,0,0,9,60,1280
2083,2014,Currane,BEEF,C,0,0,0,0,0,9,53,1180
2084,2018,Dodder,BEEF,C,0,0,0,0,2,3,53,541
2085,2020,Dodder,BEEF,F,29,93,295,106,261,57,73,8
2086,2016,Dargle,DAIRY,C,0,0,0,0,1,12,54,303
2087,2014,Dargle,DAIRY,C,0,0,0,0,0,2,36,179
2088,2020,Dodder,DAIRY,C,0,0,0,0,1,10,41,312
2089,2019,Dodder,DAIRY,C,0,0,0,0,1,10,32,231
2090,2018,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2091,2014,Gweebarra,DAIRY,F,0,0,2,0,4,2,0,0
2092,2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,94
2093,2017,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2094,2016,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2095,2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2096,2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2097,2019,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2098,2014,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2099,2016,Boyne,BEEF,M,1581,7402,34460,9742,33010,4883,7625,2889
2100,2019,Nore,BEEF,M,1724,7666,44097,10677,44291,4232,4676,2595
2101,2015,Nore,BEEF,M,1692,7471,43552,10517,43927,4169,4654,2572
2102,2017,Inny,BEEF,M,703,3670,16306,4654,14996,2077,2832,1430
2103,2020,Boyne,DAIRY,M,782,2280,8917,2963,8257,1306,1382,349
2104,2017,Boyne,DAIRY,M,780,2276,8369,2800,7797,1268,1375,340
2105,2014,Moy,BEEF,M,776,3600,16912,3246,10637,1016,1107,1273
2106,2019,Inny,DAIRY,M,118,221,2143,336,2034,213,336,83
2107,2017,Inny,DAIRY,M,147,246,2163,403,2141,238,338,91
2108,2015,Gweebarra,BEEF,M,27,70,126,30,49,2,9,16
2109,2020,Doonbeg,BEEF,M,148,525,2981,444,1781,129,235,300
2110,2018,Doonbeg,BEEF,M,148,524,2986,417,1748,126,234,288
2111,2015,Dodder,BEEF,M,12,58,110,51,94,18,9,23
2112,2014,Dodder,DAIRY,M,0,2,34,6,14,7,0,0
2113,2020,Erriff,BEEF,M,12,42,182,50,115,2,4,21
2114,2015,Currane,BEEF,M,23,181,187,43,53,11,14,34
2115,2018,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2116,2015,Boyne,DAIRY,C,0,0,0,0,98,1460,11046,61310
2117,2014,Nore,DAIRY,F,407,1372,31760,1627,28192,1303,3425,651
2118,2018,Nore,BEEF,F,1676,7358,40082,10145,35202,4159,4023,1298
2119,2016,Nore,BEEF,F,1642,7285,39654,10028,35045,4141,4009,1333
2120,2015,Inny,BEEF,F,722,3318,15289,4530,16138,2624,3213,702
2121,2014,Inny,BEEF,F,722,3288,15072,4493,16181,2617,3164,705
2122,2017,Ilen,DAIRY,C,0,0,0,0,17,109,3802,19604
2123,2018,Ilen,DAIRY,C,0,0,0,0,17,109,3783,19504
2124,2014,Ilen,DAIRY,C,0,0,0,0,17,109,3899,19921
2125,2017,Inny,DAIRY,C,0,0,0,0,27,198,4278,19506
2126,2018,Inny,DAIRY,C,0,0,0,0,27,192,4080,19309
2127,2020,Boyne,DAIRY,F,905,3614,16149,4274,15802,2979,3006,1057
2128,2019,Boyne,DAIRY,F,900,3578,16052,4223,15757,2967,3002,1054
2129,2017,Inny,DAIRY,F,148,494,5245,651,5697,444,868,223
2130,2015,Boyne,DAIRY,F,888,3641,15272,4360,15069,2935,2926,1065
2131,2014,Boyne,DAIRY,F,889,3586,15499,4346,15403,2945,2998,1082
2132,2014,Doonbeg,DAIRY,F,3,22,1408,31,1304,25,310,70
2133,2015,Inny,DAIRY,F,143,463,5291,626,5805,428,836,210
2134,2018,Moy,BEEF,F,771,3409,18868,4166,15097,2118,4050,974
2135,2017,Moy,BEEF,F,778,3417,18856,4163,15059,2106,4049,972
2136,2014,Doonbeg,DAIRY,C,0,0,0,0,3,6,1033,5864
2137,2015,Dodder,DAIRY,F,2,0,306,1,94,0,2,0
2138,2020,Gweebarra,BEEF,F,18,70,230,79,132,38,71,21
2139,2017,Ilen,DAIRY,F,70,339,5127,414,4835,344,656,162
2140,2014,Inny,DAIRY,C,0,0,0,0,26,179,4086,19138
2141,2016,Dargle,BEEF,C,0,0,0,0,3,15,76,1109
2142,2015,Dargle,BEEF,C,0,0,0,0,3,15,78,1103
2143,2019,Doonbeg,BEEF,F,132,479,3036,472,1751,216,443,146
2144,2014,Doonbeg,BEEF,F,129,478,2982,487,1695,218,447,149
