ITAX,EINTEXP,EXTRA,ELNATR,STNAME,INTINC,NETINC,NONIX,NIM,YEAR,ITAXR,IGLSEC,NONII,ID
-795764,7247191,0,2381271,Virginia,11382736,-1321538,3145884,4135545,2007,-1092519,-1024783,299091,SI_2007_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2007,0,0,0,SI_2007_VI
1842,45382,0,-1845,Vermont,95842,9874,50194,50460,2007,11959,-243,9848,SI_2007_VT
173307,796059,136,32002,Washington,1448157,320510,423010,652098,2007,493033,648,295947,SI_2007_WA
51910,738024,0,65762,Wisconsin,1395715,97490,728182,657691,2007,102454,46946,238707,SI_2007_WI
-206,24243,0,12959,West Virginia,51401,-6713,22964,27158,2007,-6917,-2,1848,SI_2007_WV
1173,13029,0,249,Wyoming,26960,2685,12734,13931,2007,3846,12,2898,SI_2007_WY
0,0,0,0,Palau,0,0,0,0,2006,0,0,0,CB_2006_
33389,67154,0,4498,Alaska,253497,62313,135523,186343,2006,95951,-249,49629,CB_2006_AK
1135435,4568120,557,352962,Alabama,11092487,2487474,4916271,6524367,2006,3627658,-5306,2372524,CB_2006_AL
182404,1208787,0,75690,Arkansas,2829602,521693,1439504,1620815,2006,703167,930,597546,CB_2006_AR
1542,2496,0,453,American Samoa,11338,1929,6641,8842,2006,3471,0,1723,CB_2006_AS
92717,430680,0,46844,Arizona,1245728,208696,700104,815048,2006,309152,-7739,241052,CB_2006_AZ
2349600,7798405,-5832,474312,California,20979072,4237945,9506813,13180667,2006,6699161,-105784,3499619,CB_2006_CA
183970,996906,106,85304,Colorado,2674670,541268,1320279,1677764,2006,721789,3343,449608,CB_2006_CO
87367,561120,0,16237,Connecticut,1244012,176827,700473,682892,2006,314417,-50223,348235,CB_2006_CT
4541,19404,0,1966,District Of Columbia,57822,6531,30086,38418,2006,11196,-124,4830,CB_2006_DC
5443871,12654784,-3459,7850957,Delaware,33080584,9928058,20621644,20425800,2006,15347035,28353,23393836,CB_2006_DE
547457,2821550,254,194897,Florida,6870655,1262086,2985831,4049105,2006,1813094,-3805,944717,CB_2006_FL
0,811,0,45,Federated States of Micronesia,4747,1227,3455,3936,2006,1227,0,791,CB_2006_FM
1510174,7809307,0,499719,Georgia,16071623,3471230,8235935,8262316,2006,5084565,-103161,5557903,CB_2006_GA
5100,12527,0,2094,Guam,59978,11516,43413,47451,2006,16624,-8,14680,CB_2006_GU
278387,452023,0,27987,Hawaii,1573448,478755,753705,1121425,2006,758880,-1738,419147,CB_2006_HI
128649,1346370,-3,64646,Iowa,2922483,534576,1224475,1576113,2006,667128,-3900,380136,CB_2006_IA
40076,107883,0,12088,Idaho,358533,73237,177484,250650,2006,114358,-1045,53280,CB_2006_ID
1497287,9442561,6071,434934,Illinois,18527765,3776352,7963098,9085204,2006,5189673,77895,4502502,CB_2006_IL
219167,1621628,-35576,119680,Indiana,3590265,525522,1673524,1968637,2006,783547,-3282,608114,CB_2006_IN
187585,1157647,190,64701,Kansas,2856959,616539,1385487,1699312,2006,808003,-4069,558879,CB_2006_KS
158790,1105063,0,67268,Kentucky,2633922,468937,1226003,1528859,2006,629551,-1824,393963,CB_2006_KY
341060,1447316,-6,40716,Louisiana,4113414,785330,2320511,2666098,2006,1104728,21668,799857,CB_2006_LA
1240014,4657185,10140,80204,Massachusetts,8013013,2150853,7676504,3355828,2006,3371922,8805,7772802,CB_2006_MA
273899,993553,0,12063,Maryland,2598020,538775,1378667,1604467,2006,821503,-8829,607766,CB_2006_MD
214598,922423,-1664,53013,Maine,2422811,458834,1256093,1500388,2006,674139,957,482857,CB_2006_ME
828146,4798165,283262,328555,Michigan,11148003,2195318,5330006,6349838,2006,2860488,-120286,2169211,CB_2006_MI
221285,1709809,346,138834,Minnesota,4332634,989834,2110677,2622825,2006,1213258,-2485,839944,CB_2006_MN
461450,2485150,-805,169510,Missouri,5902866,1151434,2876520,3417716,2006,1620135,-6446,1248449,CB_2006_MO
261041,1154859,0,26129,Mississippi,2915548,621645,1555513,1760689,2006,887489,-4803,708442,CB_2006_MS
84515,358256,35,25126,Montana,1040061,265229,454974,681805,2006,350686,-977,148981,CB_2006_MT
11954953,48874273,46000,954342,North Carolina,95857346,23889321,44449954,46983073,2006,36287712,-489438,34708935,CB_2006_NC
97430,529722,0,52655,North Dakota,1041330,250684,600191,511608,2006,348801,-687,490039,CB_2006_ND
112533,900870,0,93768,Nebraska,2118326,403470,1548693,1217456,2006,518273,-2270,943278,CB_2006_NE
21628,77506,0,3210,New Hampshire,230288,37758,109355,152782,2006,59004,382,18787,CB_2006_NH
220535,1609551,0,79134,New Jersey,3422620,600643,1443972,1813069,2006,847763,-26585,557800,CB_2006_NJ
51905,304366,0,27516,New Mexico,905802,195463,458194,601436,2006,247107,261,131381,CB_2006_NM
3894654,31961289,0,3568340,Nevada,57746424,10786292,27379773,25785135,2006,13955554,725392,19118532,CB_2006_NV
1815706,8043618,1523034,261661,New York,16617734,4815928,11123954,8574116,2006,5186704,-78104,7998203,CB_2006_NY
9077270,49027420,657419,3219831,Ohio,86612976,19689204,51071957,37585556,2006,29012106,-903051,45718338,CB_2006_OH
211850,1469512,-2611,95852,Oklahoma,3412487,727450,1618456,1942975,2006,945217,-3306,716550,CB_2006_OK
173901,961509,154,33939,Oregon,1937232,320385,598019,975723,2006,494910,-778,151145,CB_2006_OR
230247,3833371,0,461512,Other Areas,6465215,627661,1872663,2631844,2006,896564,-38656,598895,CB_2006_OT
928001,6124273,-21712,259591,Pennsylvania,12468571,2319700,7644542,6344298,2006,3460287,-190874,5020122,CB_2006_PA
6642,15834,0,2592,Pacific Islands,76063,14672,53509,60229,2006,21322,-8,17194,CB_2006_PI
223486,3815948,0,458773,Puerto Rico,6378642,610747,1811871,2562694,2006,872889,-38656,580839,CB_2006_PR
114254,952351,0,53873,Rhode Island,1457749,225997,413195,505398,2006,340087,164,301757,CB_2006_RI
197473,1010781,0,84851,South Carolina,2310373,405219,983648,1299592,2006,599924,2768,368831,CB_2006_SC
5801790,11747903,0,2460711,South Dakota,32706559,10485973,24716700,20958656,2006,16228328,59435,22447083,CB_2006_SD
278575,2490580,211988,173718,Tennessee,5120469,960055,2991526,2629889,2006,1098786,-72144,1634141,CB_2006_TN
657570,3753288,-16508,251930,Texas,10054819,2174795,5534373,6301531,2006,2854324,-5451,2339096,CB_2006_TX
59263718,259409824,2648183,25151917,United States,541833097,127638969,288532554,282423273,2006,185599968,-1345464,216861167,CB_2006_US
59493965,263243195,2648183,25613429,United States & Other Areas,548298312,128266630,290405217,285055117,2006,186496532,-1384120,217460062,CB_2006_USA
2973310,5439889,0,1062426,Utah,12879850,5322944,4851096,7439961,2006,8283057,13197,6756618,CB_2006_UT
1731807,5994746,-2993,876376,Virginia,11357696,3114147,6333686,5362950,2006,4903519,-54572,6750631,CB_2006_VA
119,1589,0,147,Virgin Islands Of The U.S.,10510,2242,7283,8921,2006,2353,8,862,CB_2006_VI
38512,134428,-1,5805,Vermont,413322,97974,217881,278894,2006,136887,-400,81679,CB_2006_VT
251368,1143944,-200,91713,Washington,2940419,551123,1204790,1796475,2006,804079,-1388,304107,CB_2006_WA
532621,3528869,-3,129145,Wisconsin,7256324,1372185,2572940,3727455,2006,1916545,-11736,891175,CB_2006_WI
110139,490208,0,32178,West Virginia,1227340,247665,548095,737132,2006,369747,-11943,212888,CB_2006_WV
9059,142820,0,10512,Wyoming,387544,109303,161860,244724,2006,118574,-212,46222,CB_2006_WY
0,0,0,0,Palau,0,0,0,0,2006,0,0,0,SI_2006_
2450,7708,0,301,Alaska,28411,4954,16523,20703,2006,7149,255,3270,SI_2006_AK
5845,151655,0,14722,Alabama,284511,31729,128439,132856,2006,22630,14944,32935,SI_2006_AL
4009,64107,0,4739,Arkansas,125909,13634,59377,61802,2006,14354,3289,16668,SI_2006_AR
0,0,0,0,American Samoa,0,0,0,0,2006,0,0,0,SI_2006_AS
31172,27993,0,6367,Arizona,55127,49022,96685,27134,2006,80355,-161,156273,SI_2006_AZ
839173,4343786,0,74340,California,7432079,1432461,1950877,3088293,2006,1534341,737293,471265,SI_2006_CA
11250,83686,0,2986,Colorado,178052,22731,97384,94366,2006,14929,19052,20934,SI_2006_CO
180946,911584,2301,18827,Connecticut,2165453,377274,1031234,1253869,2006,573740,-17821,369932,SI_2006_CT
0,4797,0,0,District Of Columbia,10757,-5193,13753,5960,2006,-6628,1435,1165,SI_2006_DC
812269,4502949,0,111843,Delaware,6785092,1402077,1519757,2282143,2006,2002952,211394,1352409,SI_2006_DE
178352,1520394,0,45931,Florida,2815908,352234,1173060,1295514,2006,455604,74982,379081,SI_2006_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2006,0,0,0,SI_2006_FM
-40453,283619,-37328,18609,Georgia,507657,-157409,427954,224038,2006,-164617,4083,57908,SI_2006_GA
349,830,0,43,Guam,6246,634,5775,5416,2006,664,319,1066,SI_2006_GU
37801,172919,0,1480,Hawaii,413683,65445,197152,240764,2006,101237,2009,59105,SI_2006_HI
12675,166052,0,15501,Iowa,331446,43200,152501,165394,2006,53390,2485,55998,SI_2006_IA
8680,35990,0,810,Idaho,91527,13955,52098,55537,2006,19789,2846,17160,SI_2006_ID
92732,1267932,0,78601,Illinois,2275098,180086,899272,1007166,2006,262636,10182,233343,SI_2006_IL
25396,341999,0,12452,Indiana,663170,64697,307339,321171,2006,82849,7244,81469,SI_2006_IN
38204,432400,0,3859,Kansas,647029,68605,159366,214629,2006,102846,3963,51442,SI_2006_KS
5467,80711,-7,2684,Kentucky,153507,16001,62718,72796,2006,20566,909,13172,SI_2006_KY
20255,127491,0,-492,Louisiana,294441,42054,138086,166950,2006,62215,94,32859,SI_2006_LA
152141,1690257,0,44886,Massachusetts,3487605,337584,1580195,1797348,2006,460801,28925,288533,SI_2006_MA
30720,309454,-1980,7665,Maryland,662268,107117,301958,352814,2006,114744,25073,71553,SI_2006_MD
34543,270392,0,12456,Maine,596865,76302,282355,326473,2006,107319,3526,75657,SI_2006_ME
55870,754097,0,34943,Michigan,1175103,115403,502861,421006,2006,125042,46231,241839,SI_2006_MI
9946,123053,18,13078,Minnesota,246987,38042,92210,123934,2006,41267,6704,22621,SI_2006_MN
35581,206007,0,11656,Missouri,414189,71149,225458,208182,2006,83696,23034,112628,SI_2006_MO
964,24351,0,735,Mississippi,49934,2146,55688,25583,2006,-8452,11562,22388,SI_2006_MS
1155,6200,0,0,Montana,15588,2605,13108,9388,2006,3251,509,6971,SI_2006_MT
28900,222384,0,11319,North Carolina,473485,71330,182821,251101,2006,99601,629,42640,SI_2006_NC
7485,29688,0,-3691,North Dakota,65176,12060,39657,35488,2006,18383,1162,18861,SI_2006_ND
28335,135576,0,6734,Nebraska,296053,48156,116570,160477,2006,71364,5127,34191,SI_2006_NE
86182,387579,0,5847,New Hampshire,829305,180402,315949,441726,2006,260263,6321,140333,SI_2006_NH
300434,2201352,0,10579,New Jersey,3827003,572942,1070663,1625651,2006,874127,-751,329718,SI_2006_NJ
7282,84223,0,1187,New Mexico,181453,36709,81466,97230,2006,38540,5451,23963,SI_2006_NM
1927003,11291085,0,827830,Nevada,20336251,3530612,11332413,9045166,2006,4799321,658294,7914398,SI_2006_NV
613897,3537304,57037,15588,New York,6464959,1332050,2017870,2927655,2006,1807421,81489,913224,SI_2006_NY
335967,1696155,14,76268,Ohio,3070808,679029,1407262,1374653,2006,991884,23098,1100761,SI_2006_OH
1858,408289,0,288,Oklahoma,710018,246427,179042,301729,2006,240065,8220,117666,SI_2006_OK
2778,11206,0,0,Oregon,34877,4651,17721,23671,2006,7329,100,1379,SI_2006_OR
349,830,0,43,Other Areas,6246,634,5775,5416,2006,664,319,1066,SI_2006_OT
334621,4716390,334,570892,Pennsylvania,8849224,988640,3326983,4132834,2006,1524037,-201110,1289078,SI_2006_PA
349,830,0,43,Pacific Islands,6246,634,5775,5416,2006,664,319,1066,SI_2006_PI
0,0,0,0,Puerto Rico,0,0,0,0,2006,0,0,0,SI_2006_PR
6753,62282,0,429,Rhode Island,138694,25801,105768,76412,2006,-914,33468,28871,SI_2006_RI
42223,230793,0,9823,South Carolina,484337,77671,194758,253544,2006,112547,7347,63584,SI_2006_SC
7888,40496,0,19214,South Dakota,102365,15996,53213,61869,2006,22930,954,33488,SI_2006_SD
18289,132881,0,2810,Tennessee,294713,49005,142822,161832,2006,61512,5782,45312,SI_2006_TN
278528,1997243,143,123122,Texas,3765450,726522,1888423,1768207,2006,969441,35466,1212779,SI_2006_TX
8595118,50167781,20755,3964056,United States,95231316,16957189,41908340,45063535,2006,22174506,3357048,22983366,SI_2006_US
8595467,50168611,20755,3964099,United States & Other Areas,95237562,16957823,41914115,45068951,2006,22175170,3357367,22984432,SI_2006_USA
1274990,1394308,0,1317716,Utah,5801786,2270232,4711630,4407478,2006,2388463,1156759,4010331,SI_2006_UT
501065,2310205,223,371160,Virginia,4841233,931588,2011735,2531028,2006,1185716,246714,1037583,SI_2006_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2006,0,0,0,SI_2006_VI
1939,36562,0,1327,Vermont,86014,9088,47348,49452,2006,10554,473,9777,SI_2006_VT
125705,643127,0,13747,Washington,1269587,245178,403491,626460,2006,369883,1000,160661,SI_2006_WA
71392,655906,0,41965,Wisconsin,1327159,126468,689439,671253,2006,140851,57009,201002,SI_2006_WI
3301,20561,0,715,West Virginia,50284,5856,22450,29723,2006,9157,0,2599,SI_2006_WV
1160,10603,0,208,Wyoming,23686,2871,11438,13083,2006,4026,5,2589,SI_2006_WY
0,0,0,0,Palau,0,0,0,0,2005,0,0,0,CB_2005_
31108,41462,0,4135,Alaska,215672,53179,132370,174210,2005,84750,-463,47045,CB_2005_AK
1229482,3665363,-64,473759,Alabama,10448468,2611634,5420239,6783105,2005,3883910,-42730,2994803,CB_2005_AL
169286,730562,-275,91238,Arkansas,2198624,456626,1306990,1468062,2005,624856,1331,555022,CB_2005_AR
1373,1445,0,398,American Samoa,9088,2119,5700,7643,2005,3492,0,1947,CB_2005_AS
780990,1829404,0,4466297,Arizona,8533589,1376550,2550457,6704185,2005,2157480,60,2470049,CB_2005_AZ
2623714,4131453,132306,241520,California,16238523,4630655,8455861,12107070,2005,7176372,-54309,3766683,CB_2005_CA
181104,603890,0,66908,Colorado,2194466,510040,1256046,1590576,2005,688854,2290,421232,CB_2005_CO
153648,437295,0,16013,Connecticut,1208265,302836,943157,770970,2005,453976,2508,642176,CB_2005_CT
5008,9769,0,1333,District Of Columbia,44058,3901,29371,34289,2005,8909,0,5324,CB_2005_DC
2863702,7526304,8988,5119598,Delaware,20109323,5172776,18590515,12583019,2005,7987560,39930,19114654,CB_2005_DE
481111,1484491,4773,162443,Florida,4892631,1102506,2440148,3408140,2005,1588841,-9997,783292,CB_2005_FL
0,566,0,15,Federated States of Micronesia,3817,938,2987,3251,2005,935,3,686,CB_2005_FM
1478232,4864212,35,406687,Georgia,12779968,3238882,7817569,7915756,2005,4727752,-10673,5036252,CB_2005_GA
4224,7424,0,1841,Guam,49536,8691,41276,42112,2005,12273,642,13278,CB_2005_GU
257377,260316,0,26328,Hawaii,1311048,447108,719550,1050732,2005,701669,2816,396815,CB_2005_HI
136575,943104,113,57277,Iowa,2521535,558244,1188661,1578431,2005,698100,-3394,365607,CB_2005_IA
35583,69378,0,12110,Idaho,295516,66025,164580,226138,2005,101697,-89,52249,CB_2005_ID
1563208,6684385,-159,233973,Illinois,16014622,3850754,8079149,9330237,2005,5334629,79492,4317514,CB_2005_IL
497029,1817311,0,158678,Indiana,4522358,1095490,3255523,2705047,2005,1595749,-3230,2304903,CB_2005_IN
199191,887958,543,77159,Kansas,2565379,641682,1419514,1677421,2005,844074,-3744,663326,CB_2005_KS
224853,1012579,468,105719,Kentucky,2784643,614636,1336390,1772064,2005,830243,8778,500288,CB_2005_KY
127691,569045,646,171466,Louisiana,2124115,393584,1272748,1555070,2005,523824,-3195,412968,CB_2005_LA
989960,2936937,-107520,37256,Massachusetts,6065224,1778329,7121614,3128287,2005,2839226,36583,6869809,CB_2005_MA
264869,637813,0,34372,Maryland,2133168,533849,1209835,1495355,2005,796039,2679,544891,CB_2005_MD
172207,427426,0,20342,Maine,1502117,363232,838948,1074691,2005,581528,-46089,366127,CB_2005_ME
1145239,3324355,-14,189887,Michigan,9840571,2340235,5524865,6516216,2005,3386986,98502,2585522,CB_2005_MI
221587,1074765,-225,100492,Minnesota,3554603,980316,2003273,2479838,2005,1194190,7938,818117,CB_2005_MN
429135,1612075,4,130310,Missouri,4764557,1091007,2679314,3152482,2005,1524116,-3978,1181258,CB_2005_MO
213147,766291,694,119015,Mississippi,2355689,501929,1396978,1589398,2005,717987,-3605,644582,CB_2005_MS
77696,227487,0,25597,Montana,854940,232896,426300,627453,2005,313833,-3241,138277,CB_2005_MT
10990358,29798913,214000,72788,North Carolina,73873007,22797014,40113190,44074094,2005,32540864,1032508,28652748,CB_2005_NC
105600,330693,-82,47749,North Dakota,838433,259331,540744,507740,2005,365147,-134,445900,CB_2005_ND
123609,617017,8,55094,Nebraska,1780275,373996,1425698,1163258,2005,498736,-1139,816270,CB_2005_NE
22201,63142,0,1017,New Hampshire,218390,40218,109090,155248,2005,62661,-242,17520,CB_2005_NH
505726,1504994,0,102102,New Jersey,3972962,1145492,1811159,2467968,2005,1639561,11657,1084854,CB_2005_NJ
56835,205396,0,15563,New Mexico,739397,171511,415029,534001,2005,229150,-804,125741,CB_2005_NM
1031898,1032654,-208,946251,Nevada,4304432,2075135,3746484,3271778,2005,3108324,-1083,4529281,CB_2005_NV
5970460,21460927,-36000,4608344,New York,52302277,13083708,36407481,30841350,2005,18680897,409271,28855372,CB_2005_NY
6639863,30428072,-49,2638796,Ohio,63884007,13659571,46974926,33455935,2005,21852106,-1552623,38009893,CB_2005_OH
193844,957500,434,103521,Oklahoma,2739525,666010,1495410,1782025,2005,867021,-7601,683927,CB_2005_OK
161656,455991,534,21842,Oregon,1304985,305349,493729,848994,2005,467032,-561,133609,CB_2005_OR
191967,2887430,2000,340268,Other Areas,5557625,989056,1869281,2670195,2005,1134761,44262,674115,CB_2005_OT
1058379,4324645,-6640,103187,Pennsylvania,10877641,2761142,7342408,6552996,2005,3884951,-58790,4777550,CB_2005_PA
5597,9435,0,2254,Pacific Islands,62441,11748,49963,53006,2005,16700,645,15911,CB_2005_PI
186329,2876876,2000,337957,Puerto Rico,5486615,975073,1813400,2609739,2005,1115775,43627,657393,CB_2005_PR
110759,422426,0,37288,Rhode Island,922833,219214,389126,500407,2005,317931,12042,243938,CB_2005_RI
221085,762766,-1045,105390,South Carolina,2168222,438466,993056,1405456,2005,705567,-44971,398557,CB_2005_SC
4360343,6780868,172,2286769,South Dakota,25481207,8260269,21875717,18700339,2005,12739766,-119326,18201913,CB_2005_SD
378462,1587852,-918,154375,Tennessee,4065856,886600,2806589,2478004,2005,1265265,715,1748225,CB_2005_TN
643265,2507726,-123,285385,Texas,8599533,2036142,5426393,6091807,2005,2711745,-32215,2331716,CB_2005_TX
53681479,162512774,238627,26324329,United States,428013737,112975949,274715875,265500963,2005,166632536,-213736,202171777,CB_2005_US
53873446,165400204,240627,26664597,United States & Other Areas,433571362,113965005,276585156,268171158,2005,167767297,-169474,202845892,CB_2005_USA
2068997,3270809,0,1124809,Utah,9027720,3710984,4044646,5756911,2005,5736360,43621,5148904,CB_2005_UT
1575495,4044914,0,838969,Virginia,9282878,2868873,6434529,5237964,2005,4440228,4140,6475762,CB_2005_VA
41,1119,0,57,Virgin Islands Of The U.S.,8569,2235,5918,7450,2005,2286,-10,811,CB_2005_VI
42468,80330,0,5831,Vermont,353651,96927,212343,273321,2005,139407,-12,84260,CB_2005_VT
192622,694332,28256,74596,Washington,2224641,477065,1101619,1530309,2005,650511,-9080,296417,CB_2005_WA
553617,2161448,39,106442,Wisconsin,5608917,1354394,2327729,3447469,2005,1898649,9323,885351,CB_2005_WI
110040,361521,-57,31307,West Virginia,1071006,244799,503801,709485,2005,356300,-1405,181923,CB_2005_WV
11165,82408,-7,7002,Wyoming,298270,94838,145014,215862,2005,107207,-1197,43361,CB_2005_WY
0,0,0,0,Palau,0,0,0,0,2005,0,0,0,SI_2005_
1896,4611,0,388,Alaska,23345,4025,15673,18734,2005,5814,107,3141,SI_2005_AK
3232,102150,0,12364,Alabama,224779,26659,134729,122629,2005,18342,11549,42806,SI_2005_AL
5502,47018,0,1796,Arkansas,108645,18343,60287,61627,2005,17830,6015,18286,SI_2005_AR
0,0,0,0,American Samoa,0,0,0,0,2005,0,0,0,SI_2005_AS
25283,21640,0,5200,Arizona,57304,39501,96104,35664,2005,64508,276,130148,SI_2005_AZ
2338803,8245519,0,368911,California,16260014,3741420,4229233,8014495,2005,5321561,758662,1905210,SI_2005_CA
8083,60969,0,1914,Colorado,142683,17034,87060,81714,2005,5026,20092,12285,SI_2005_CO
199760,610700,10606,19115,Connecticut,1869562,408739,1000855,1258862,2005,583906,13987,345014,SI_2005_CT
0,3435,0,-300,District Of Columbia,8788,-1009,9462,5353,2005,-2572,1563,1237,SI_2005_DC
978163,3314938,0,222493,Delaware,6276040,1646823,2031345,2961102,2005,1924535,700451,1217271,SI_2005_DE
167230,950178,0,34851,Florida,2126295,306596,1085780,1176117,2005,411926,61900,356440,SI_2005_FL
